Company name,City,Phone number,Website URL,Number of employees,Annual revenue,opti_org_nr,opti_elzon,opti_tier,opti_poang,opti_marken,opti_partner_niva,opti_kalla,opti_pitch_vinkel,opti_anteckning
Kramfors Värme & Sanitet AB,Kramfors,061213270,https://www.comfort.se/butiker/1141,5,,,SE2,A,,Comfort,Comfort-butik,Comfort,"värmepump (vatten), energioptimering",
Jäders Värme & Sanitet Malå,Malå,0953809910,https://www.comfort.se/butiker/1454,1,,,SE2,A,,Comfort,Comfort-butik,Comfort,"värmepump (vatten), energioptimering",
Comfort Åre AB,Skellefteå,064776000,https://www.comfort.se/butiker/1462,1,,,SE2,A,,Comfort,Comfort-butik,Comfort,"värmepump (vatten), solceller, energioptimering",
Jäders Värme & Sanitet Haparanda,Haparanda,092210808,https://www.comfort.se/butiker/1455,71,,,SE1,A,,Comfort,Comfort-butik,Comfort,"värmepump (vatten), energioptimering",
Infjärdens Värme AB Roknäs,Piteå,0104144040,https://www.comfort.se/butiker/1156,270,,,SE1,A,,Comfort,Comfort-butik,Comfort,"värmepump (vatten), energioptimering",
AB Redmos Rör,Karlskrona,045516800,http://www.redmos.se/,3,8345000,556674-2408,SE4,B,8,Thermia,Standard,Thermia,,
Degeberga Rör AB,Degeberga,0708352386,,1,5806000,556741-5905,SE4,B,8,Thermia,Standard,Thermia,,
VVS-Installationer Rydsgård AB,Rydsgård,041144330,,4,6782000,556941-3130,SE4,B,8,Thermia,Standard,Thermia,,
Värmepumpcenter Rotek AB,Vellinge,040424130,http://www.rotek.se,2,18712000,556669-5408,SE4,B,8,Thermia,Standard,Thermia,,
Constructor Bohman AB,Kävlinge,046712070,constructorab.se,3,3568000,556995-4182,SE4,B,8,Bosch,Bosch Climate Partner,Bosch,9,
JJ VVS i Sölvesborg AB,Sölvesborg,+46735463797,,1,4040000,559202-2957,SE4,B,7,Thermia,Standard,Thermia,,
Johannishus Värmeinstallation AB,Listerby,045730560,,1,3522000,556833-6118,SE4,B,7,Thermia,Standard,Thermia,,
Peterssons VVS AB,Johannishus,0730812667,,1,3211000,559228-6537,SE4,B,7,Thermia,Standard,Thermia,,
SA VVS Service i Knislinge AB,Hanaskog,04461411,,,,,SE4,B,6,Thermia,Värmepumpcenter,Thermia,,
Stig Hilmersson El-Service AB,Kristianstad,0447818080,,,,ej hittat,SE4,B,6,Bosch,Bosch Climate Partner,Bosch,10,
Kirk VVS & Konsult AB,Lund,0702697736,,,,ej hittat,SE4,B,6,Bosch,Bosch Climate Partner,Bosch,11,
El & Kyl i Hbg AB,Helsingborg,0768554440,,,,ej hittat,SE4,B,6,Bosch,Bosch Climate Partner,Bosch,12,
Sandbäckens Rör i Halmstad AB,Ängelholm,0431473030,sandbackens.se,,,ej hittat,SE4,B,6,Bosch,Bosch Climate Partner,Bosch,13,
Termoklimat I Skane Ab,Ystad,,,,,,SE4,B,5,NIBE,service,NIBE,,
Thimsfors Vvs Ab,Markaryd,,,,,,SE4,B,5,NIBE,service,NIBE,,
Zero Energi Ab,Lund,,,,,,SE4,B,5,NIBE,service,NIBE,,
Centralservice i Osby AB,Osby,047913048,,,,,SE4,B,5,Daikin,Auktoriserad Daikin,Daikin,,SE4; Osby; luft/vatten + berg = OPTi-relevant
Klimatkyl i Malmö AB,Malmö,040394800,,,,,SE4,B,5,Daikin,Auktoriserad Daikin,Daikin,,SE4; Malmö; primärt luft/luft men stor räckvidd
El och Kyl i Helsingborg AB,Helsingborg,0768554440,,,,,SE4,B,5,Daikin,Auktoriserad Daikin,Daikin,,SE4; Helsingborg; epost saknas
Kylkraft Skåne AB,Helsingborg,0760661221,,,,,SE4,B,5,Daikin,Auktoriserad Daikin,Daikin,,SE4; Helsingborg; luft/vatten + berg = OPTi-relevant
Siverssons VVS & Värme AB,Åhus,+464455015,,,,,SE4,B,5,Mitsubishi,Auktoriserad ME,Mitsubishi,,SE4 + luft/vatten + berg = starkt OPTi-case
JS Energi / JS Energi Service AB,Helsingborg,+46424001001,,,,,SE4,B,5,Mitsubishi,Auktoriserad ME,Mitsubishi,,SE4; 20+ tekniker; luft/vatten + berg; hög kapacitet
Lindsells AB,Löddeköpinge,+4646713005,,,,,SE4,B,5,Mitsubishi,Auktoriserad ME (kat 1),Mitsubishi,,SE4; kat 1 = högsta behörighet; 50+ år erfarenhet
EkoEnergi AB,Lomma,+4640534630,,,,,SE4,B,5,Mitsubishi,Auktoriserad ME,Mitsubishi,,SE4; Skåne; luft/vatten + berg
A4U I Skåne AB,Teckomatorp,+46728582939,,,,,SE4,B,5,Mitsubishi,Auktoriserad ME,Mitsubishi,,SE4; 400+ installationer; lokalt fokus
Energitjänst VK AB,Limhamn,040159696,,,,,SE4,B,5,Mitsubishi,Auktoriserad ME,Mitsubishi,,SE4; Skåne; säljer IVT + ME + Bosch - multi-brand partner
VVS Butiken Lindsdals Rör,Kalmar,048069600,https://www.bad-varme.se/ort/kalmar/,6,,,SE4,B,,Bad & Värme,Bad & Värme,Bad & Värme,VVS/värme,
Förlösa Rör,Kalmar,0708–791988,https://www.bad-varme.se/ort/kalmar-forlosa/,6,,,SE4,B,,Bad & Värme,Bad & Värme,Bad & Värme,VVS/värme,
Sahlins Rör,Osby,047914604,https://www.bad-varme.se/ort/osby/,10,,,SE4,B,,Bad & Värme,Bad & Värme,Bad & Värme,VVS/värme,
Tälje VVS AB,Södertälje,0855010464,,8,20732000,556292-0719,SE3,B,8,Bosch,Bosch Climate Partner,Bosch,5,
Bogi Värme AB,Sollentuna,08810490,bogivarme.se,5,7814000,5503351,SE3,B,8,Bosch,Bosch Climate Partner,Bosch,6,
24 Rör AB,Täby,08242420,24jour.se,9,15263000,556943-7493,SE3,B,8,Bosch,Bosch Climate Partner,Bosch,8,
Westheat AB,Göta,0762139901,,3,10706000,556823-5260,SE3,B,8,Bosch,Bosch Climate Partner,Bosch,14,
Söderköpings Energi & VVS AB,Söderköping,012113130,sevvs.se,5,12883000,556769-3576,SE3,B,8,Bosch,Bosch Climate Partner,Bosch,15,
Silverstadens Rör AB,Sala,022418190,,9,11251000,556763-7854,SE3,B,8,Bosch,Bosch Climate Partner,Bosch,16,
Värmis AB,Västerås,0707252568,varmisab.se,7,18466000,559245-3186,SE3,B,8,"Bosch, Daikin",Bosch Climate Partner,"Bosch, Daikin",17,
Rörteknik i Farsta AB,Bandhagen (Stockholm),,,33,146161000,556260-9791,SE3,B,8,Sparc,Sparc Group-dotterbolag,Sparc,,Stor VVS Sthlm; möjlig OPTi-volym via servicekontrakt; hög omsättning men fokus inte renodlat VP
Erlandsson & Berghs AB,Österhaninge (Haninge),,,24,60600000,559067-9139,SE3,B,8,Sparc,Sparc Group-dotterbolag,Sparc,,Värmepumpstjänst explicit; 24 anst; omsättning 60 Mkr; svag lönsamhet 2024
MPL Värmepumpspartner AB,Österskär,0706116160,varmepumpspartner.se,3,4703000,556728-2487,SE3,B,7,Bosch,Bosch Climate Partner,Bosch,7,
Eskilstuna Brunnsborrning AB,Ärla,0707697295,,1,3092000,556662-0331,SE3,B,7,Bosch,Bosch Climate Partner,Bosch,18,
Miljö- VVS & Energicenter i Östergötland AB,Motala,,,12,46880000,556654-8730,SE3,B,7,Sparc,Sparc Group-dotterbolag,Sparc,,IVT Center + solceller = energiprofilerat; VD Michael Malmgren nyckelkontakt
GreenPeak Energi AB,Sävedalen,,,9,27901000,556611-5456,SE3,B,7,Sparc,Sparc Group-dotterbolag,Sparc,,Renodlad VP-specialist Gbg; Thermia/Comfortzone/Mitsubishi; ~3500 install; bäst OPTi-fit
Rörkompaniet i Jönköping AB,Jönköping,,,9,26182000,556963-7571,SE3,B,7,Sparc,Sparc Group-dotterbolag,Sparc,,VP-service + fjärrvärme; Jönköping SE3; VD okänd — kontakta via Sparc-struktur
Bodafors VVS Aktiebolag,Bodafors,,,9,26201000,556232-3492,SE3,B,7,Sparc,Sparc Group-dotterbolag,Sparc,,Explicit VP-sortiment IVT; lokal marknad; Mattias Vändal trolig driftansvarig
Lindevalls Rör i Enköping AB,Enköping,,,11,20649000,556679-7261,SE3,B,6,Sparc,Sparc Group-dotterbolag,Sparc,,NIBE-partner; 11 anst; 20 Mkr; Mikael Lindevall nyckelkontakt
Calle Nilssons VVS i Falkenberg AB,Falkenberg,,,12,21216000,556740-7266,SE3,B,6,Sparc,Sparc Group-dotterbolag,Sparc,,Lokal VP Halland; Carl Nilsson nyckelkontakt; marginaltapp 2023
Norrstrands VVS Entreprenad AB,Karlstad,,,8,15000000,556889-7978,SE3,B,6,Sparc,Sparc Group-dotterbolag,Sparc,,VD Simon Forsberg direktkontakt; Karlstad SE3; omsättning ~15 Mkr
Kristensons VVS AB,Varberg,,,9,16100000,559023-9843,SE3,B,6,Sparc,Sparc Group-dotterbolag,Sparc,,Halland SE3; 9 anst; kontakt via webb
A J Thermopump Ab,Bankeryd,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Aa Kyl,Energiteknik Ab  Savsjo,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Ab Boras Rorinstallationer,Boras,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Abk Vvs Installation,Kungsbacka,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Adtec Vvs I Kalmar Ab,Kalmar,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Ag Rorteknik Ab,Gislaved,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Agesta Vvs,Huddinge,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Agge,Oskars Ror Ab  Aneby,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Akessons Rorteknik Ab,Vislanda,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Almgren Karlsam Vvs Ab,Trollhattan,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Alstermo Vvs Ab,Alstermo,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Alvsborgs Vvs Hindas Lerum Ab,Hindas,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Anders Johanssons Vvs,Energiteknik Ab  Ankarsrum,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Anderssons Vvs Ab,Anderstorp,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Angby Ror Ab,Saltsjo Boo,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Anton O Simons Vvs Ab,Falkenberg,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Arboga Rorservice Ab,Arboga,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Arons Vvs Ab,Veddige,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Ascy Ror,Industri Ab  Hagfors,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Askersunds Brunnsborrning Ab,Askersund,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Axelssons Rorservice,Ydre,,,,,,SE3,B,5,NIBE,installator,NIBE,,
B. Berghs Olje,Pannservice Hb  Vendelso,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Bad,Varme Stromstad  Stromstad,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Benor Solar Ab,Vastra Frolunda,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Beo Vvs En Del Av Sandbackens Ror,Varberg,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Bergstrands Vvs Ab,Kungsor,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Bergvarme,Ventilation I Stockholm Ab  Jarfalla,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Bj Varmemontage Ab,Kvicksund,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Bohuslans Bergvarmepumpar Ab,Kungshamn,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Boken Vvs Ab,Stromsholm,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Boras Varme Ab,Boras,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Boras Vvs Ab,Boras,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Branninge Rorservice Ab,Norrtalje,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Bredvikens Ror Ab,Varby,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Brinnen Ror Ab,Lindas,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Brotorps Vvs,Kil,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Carlssons Vvs,Brottby,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Christer Lindbloms Ror Ab,Skanninge,,,,,,SE3,B,5,NIBE,installator,NIBE,,
D J Rorsystem,Kungshamn,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Dalaro Rorservice Ab,Dalarso,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Dale Ror Ab,Dals Ed,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Dk Ror Ab,Falkenberg,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Dk Ror Ab,Halmstad,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Dr Ror Ab,Gunnebo,,,,,,SE3,B,5,NIBE,installator,NIBE,,
E. M. Vvs Ab,Nacka,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Ea Energi Ab,Upplands Vasby,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Ea Vvs Installationer Ab,Enkoping,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Ekbloms Rorinstallation Ab,Nassjo,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Eklunds Vvs Ab,Oskarshamn,,,,,,SE3,B,5,NIBE,installator,NIBE,,
El,Vvs Vast Ab  Kungsbacka,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Elcon Energi Ab,Katrineholm,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Elektrus Ab,Goteborg,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Emab Energi Ab,Mariestad,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Emab Energi Ab,Lidkoping,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Energi Akuten I Stockholm Ab,Stockholm,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Energieffektiv Ab,Vasteras,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Energikompaniet Ab,Gothenburg,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Energipartner I Norden Ab,Solna,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Enova Ab,Boras,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Enova Ab,Gothenburg,,,,,,SE3,B,5,NIBE,installator,NIBE,,
F J Teknik Ab,Vetlanda,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Falkenberg Ror Ab,Falkenberg,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Falks Ror Vvs Ab,Eskilstuna,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Falkvarme Ab,Falkenberg,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Farstas Rorinstallatorer Ab,Stockholm,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Filipstads Ror Ab,Filipstad,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Fjaras Rorinstallationer Ab,Fjaras,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Fjordans Ror Ab,Lysekil,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Fjordans Ror Ab,Munkedal,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Flen Rorservice Ab,Flen,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Forsvaret Ab,Osthammar,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Framtidens Uppvarmning Ab,Stockholm,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Frisens Ror Ab,Linkoping,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Frostrings Ror Ab,Gimo,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Gardsby Ror Ab,Lenhovda,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Gislavedsbygdens Ror Ab,Gislaved,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Gisslarbo Ror Ab,Gisslarbo,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Godings Vvs,Kungsholmen,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Gotlands Ror Ab,Visby,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Grabo Ror,El Ab  Grebbestad,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Grabo Ror,El Ab  Tanumshede,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Gronkulla Ror Ab,Nassjo,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Gustafs Vvs,Ab  Torslanda,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Hallands Bergvarme Ab,Kungsbacka,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Hallands El,Vvs Ab  Laholm,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Hallbo Vvs Ab,Hallsberg,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Hallstahammars Ror Ab,Hallstahammar,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Hammerbys Ror Ab,Stockholm,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Hardemo Ror Ab,Hardemo,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Heimdall Byggtjanst Ab,Akersberga,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Hemvarmekonsulten Ab,Akersberga,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Hogdalens Ror Ab,Stockholm,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Humlevikens Ror,Ab  Kungsbacka,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Husells El,Vvs Ab  Heby,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Hylte Rorservice Ab,Torup,,,,,,SE3,B,5,NIBE,installator,NIBE,,
J L Vvs Ab,Sundbyberg,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Jan Karlssons Ror Ab,Munkedal,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Jkp Energi,Ab  Kopparberg,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Johanneberg Ror Ab,Fjaras,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Johanssons Vvs Ab,Strangnas,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Jonkoping Installationstjanst Ab,Jonkoping,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Jordens Basta Vvs Ab,Tranas,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Js Vvs I Norrtalje Ab,Norrtalje,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Kalmar Ror Ab,Kalmar,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Kalmarsunds Ror Ab,Kalmar,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Kangers Vvs Ab,Hyssna,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Karlskoga Rorservice Ab,Karlskoga,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Karlstads Vvs,Lantbrukstjanst Ab  Karlstad,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Kungsors Ror Vvs Ab,Kungsor,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Kyle Vvs Ab,Skara,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Landora Ror Ab,Enkoping,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Lejonet Ror Ab,Nassjo,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Lena Vvs Ab,Lena,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Lerums Rorservice Ab,Lerum,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Lf Energi Och Kyla Ab,Orebro,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Lindesberg Rostorp Ror Ab,Lindesberg,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Lindkvists Vvs Ab,Nassjo,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Lindqvists Ror Ab,Boras,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Linkopings Vvs Ab,Linkoping,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Lostagards Ror Ab,Boras,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Magnus Peterssons Vvs Ab,Kungsbacka,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Marsta Vvs Ab,Marsta,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Mellbyns Rorservice Ab,Mellbystrand,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Mellstrom Ror Ab,Skene,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Mercurius Energi Ab,Nykoping,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Mil El O Vvs I Ostergotland Ab,Linkoping,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Mill Energi Ab,Nassjo,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Molndals Varme Ab,Molndal,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Morgonstjarnan Ror Ab,Sunne,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Mossboda Vvs Ab,Haby,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Motala Kylen Ab,Motala,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Nibe Partner Aborred Ror,Ab  Munkedal,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Nibe Partner Bjork,Lind Ror Ab  Tanumshede,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Nibe Partner Fruktan Ab,Orust,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Nibe Partner Installation I Brottby Ab,Brottby,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Nibe Partner Kungsholmen Vvs Ab,Stockholm,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Nibe Partner Malaxhuse Ror Ab,Lysekil,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Nibe Partner Masab Ror Ab,Alingsas,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Nibe Partner Rorstrom I Karlstad Ab,Karlstad,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Nibe Partner Vattenfall Heat Pump Service Ab,Hagfors,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Nibe Partner Vattenfall Heat Pump Service Ab,Karlstad,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Nibe Partner Vattenfall Heat Pump Service Ab,Vasteras,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Nordbergs Ror Ab,Falkenberg,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Nordens Bergvarmepumpar Ab,Halmstad,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Nordisk Kyl,Service Ab  Gothenburg,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Norrkopings Kylen Ab,Norrkoping,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Norskogs Ror Ab,Karlstad,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Nossebro El,Vvs Ab  Nossebro,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Odsmals Rorlaggeri Ab,Odsmal,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Ola Westman Ror,Goteborg,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Orebro Vvs Ab,Orebro,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Oregrunds El,Vvs Ab  Oregrund,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Oringe Ror Ab,Tyreso,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Ostgota Varmepumpsteknik,Atvidaberg,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Pagelmans Ror Ab,Stenungsund,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Pagelmans Ror Ab,Gothenburg,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Pelle Petter Ab,Huskvarna,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Per Ols Ror,Kyla Ab  Nacka,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Per Persons Vvs,Rottne,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Perssons Ror Ab,Lessebo,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Plc Miljo Ab,Norrkoping,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Pmab Ror Ab,Gothenburg,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Precis Energi Ab,Linkoping,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Prima Rorinstallationer I Visby Ab,Visby,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Pro Ror,Varme Ab  Herrljunga,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Pro Ror,Varme Ab  Lidkoping,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Pronordic Ab,Sollentuna,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Provag Energi Ab,Vasteras,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Pumpterminalen I Jonkoping Ab,Jonkoping,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Rafael Fernandez Rorinstallationer Ab,Uppsala,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Ragnar Graffman Vvs Ab,Vasteras,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Rakt Ror Ab,Motala,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Rakt Ror Ab,Mjolby,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Rbd Ror Ab,Nacka,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Restaurang Ror Ab,Gothenburg,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Ro Installationer Ab,Gothenburg,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Ror Gruppen Gotland Ab,Visby,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Ror Halland Ab,Kungsbacka,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Ror Tjansen I Norrtelje Ab,Norrtalje,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Rors Rorstudio Ab,Vimmerby,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Rorsmorpan Ab,Norrahammar,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Rortekniken Ab,Halmstad,,,,,,SE3,B,5,NIBE,installator,NIBE,,
S Varme Ab,Hallsberg,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Serneke Installation Ab,Gothenburg,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Service Kyla Ab,Linkoping,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Sjobergs Ror Ab,Linkoping,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Skovde Rorservice Ab,Skovde,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Smalands Rorservice Ab,Eksjo,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Smalands Rorservice Ab,Nassjo,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Soberg,Soderstrom Ror Ab  Gnesta,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Sodra Vi Varmepumpservice Ab,Kisa,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Sodregards Ror,Maskin Ab  Vaxjo,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Sone El Ab,Lidkoping,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Sp Rorservice,Svenljunga,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Stallets Rorlaggeri Ab,Ytterby,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Steffes Kyl,Varmepumpar Ternstedt Invent Ab  Linkoping,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Stenso Varme,Sanitet Ab  Kalmar,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Stetab Vvs,Brunnsborrning  Stjarnhov,,,,,,SE3,B,5,NIBE,installator,NIBE,,
Stigs Rorlaggeri Ab,Lindome,,,,,,SE3,B,5,NIBE,installator,NIBE,,
