id,name,address,city,postal_code,phone_number,email,email_order,visit_address,visit_city,visit_zip,display_city,b2b,b2c,has_store,has_ecom,abo_orgnr,abo_employees,abo_vd_name,abo_vd_role,contact_email,contact_phone,confidence,se_zone,revenue_ksek,revenue_msek,employees_int,score_services,score_revenue,score_raw,mult_zone,mult_size,score_final,tier,has_wp_water,has_wp_luftluft,has_solar,has_energiopt,has_b2c_service,b2c_only
1169,"Erikssons VVS-Shop, AB",Tullportsgatan 4,Härnösand,871 41,0611-207 20,comfort@harnosand.comfort.se,comfort@harnosand.comfort.se,Tullportsgatan 4,Härnösand,871 41,,True,True,True,True,5561967216,14,Nils Adrian Lindvall,Ordförande,comfort@harnosand.comfort.se,0611-207 20,low,2,18028,18.0,14,9,1,10,0.78,0.9,7.02,A,1,1,0,1,1,0
1138,Lars Sundström AB,Rävilsvägen 21,Linghed,790 25,0246-224 00,info@larssundstromab.se,,Rävilsvägen 21,Linghed,790 25,,True,True,True,False,5560582982,11,Erik Stefan Heed,Ordförande,info@larssundstromab.se,0246-224 00,ok,2,16353,16.4,11,9,1,10,0.78,0.9,7.02,A,1,1,0,1,1,0
1109,Rör-Teknik AB,Hagvägen 28,Östersund,831 48,063-19 91 90,info@rorteknik.nu,butik@rorteknik.nu,Hagvägen 28,Östersund,831 48,,True,True,True,True,5562345594,13,Nils Sören Mårtensson,Ordförande,info@rorteknik.nu,063-19 91 90,low,2,20525,20.5,13,9,1,10,0.78,0.9,7.02,A,1,1,0,1,1,0
1052,Gustafssons Rör i Sundsvall,Tegelvägen 8A,Sundsvall,853 50,060-606 65 80,info@gustafssonsror.se,liselott@gustafssonsror.se,Tegelvägen 8A,Sundsvall,853 50,,True,True,False,True,5590718614,15,Lars Peter Gustafsson,Verkställande direktör,info@gustafssonsror.se,060-606 65 80,ok,2,31253,31.3,15,8,2,10,0.78,0.9,7.02,A,1,1,0,1,0,0
1093,Ternstedt Invent AB - Åtvidaberg,Industrigatan 7,Åtvidaberg,597 53,0120-295 90,info@ternstedtinvent.se,Henrik.johansson@ternstedtinvent.se,Industrigatan 7,Åtvidaberg,597 53,,True,True,True,True,5592998834,4,Ann-Sofie Cecilia Stål,Ordförande,info@ternstedtinvent.se,0120-295 90,ok,3,3510,3.5,4,10,0,10,1.0,0.7,7.0,A,1,1,1,1,1,0
1208,Söderlunds Rör AB Öregrund,Slånvägen 4,Öregrund,742 43,010-455 03 40,info@sra.nu,order@sra.nu,Slånvägen 4,Öregrund,742 43,,False,False,False,False,5565333399,3,Daniel Åke Sjulander,Ledamot,info@sra.nu,010-455 03 40,ok,3,3954,4.0,3,10,0,10,1.0,0.7,7.0,A,1,1,1,1,1,0
1095,Ternstedt Invent AB - Rimforsa,Industrivägen 4,Rimforsa,590 44,0494-69 91 00,info@ternstedtinvent.se,service-kinda@ternstedtinvent.se,Industrivägen 4,Rimforsa,590 44,,True,True,False,True,5562271287,1,Sten Gustaf Håkan Ekerå,Ledamot,info@ternstedtinvent.se,0494-69 91 00,ok,3,1794,1.8,1,10,0,10,1.0,0.7,7.0,A,1,1,1,1,1,0
1164,Hälsinge Rör AB,Industrigatan 2,Bollnäs,821 41,0278-63 60 00,info@halsingeror.se,e-handel@halsingeror.se,Industrigatan 2,Bollnäs,821 41,,True,True,True,True,5562475201,8,Knut Anders Eriksson,Verkställande direktör,info@halsingeror.se,0278-63 60 00,ok,2,8829,8.8,8,9,0,9,0.78,0.9,6.32,A,1,1,0,1,1,0
1141,Kramfors Värme & Sanitet AB,Revgatan 14,Kramfors,872 30,0612-132 70,kramfors.varme@telia.com,,Revgatan 14,Kramfors,872 30,,True,True,False,,5568358088,5,Hans Arvid Bjurström,Ledamot,kramfors.varme@telia.com,0612-132 70,ok,2,5929,5.9,5,9,0,9,0.78,0.9,6.32,A,1,1,0,1,1,0
1163,Högbergs Rör i Borås AB,Sandlidsgatan 1,Borås,504 62,033-430 30 40,info@hogbergs.se,butiken@hogbergs.se,Sandlidsgatan 1,Borås,504 62,,True,True,True,True,5590515002,3,Ömer Muameleci,Ordförande,info@hogbergs.se,033-430 30 40,ok,3,2173,2.2,3,9,0,9,1.0,0.7,6.3,A,1,1,0,1,1,0
1131,Mählqvist Rör AB Katrineholm,Vassmogatan 2,Katrineholm,641 49,0150-66 95 50,katrineholm@mahlqvist.se,weborder@mahlqvist.se,Vassmogatan 2,Katrineholm,641 49,,True,True,True,True,5563973881,2,Lars Victor Håkansson,Verkställande direktör,katrineholm@mahlqvist.se,0150-66 95 50,low,3,3137,3.1,2,9,0,9,1.0,0.7,6.3,A,1,1,0,1,1,0
1155,Infjärdens Värme AB Sala,Fridhemsgatan 9B,Sala,733 39,010-414 41 50,sala@ivab.com,sala@ivab.com,Fridhemsgatan 9B,Sala,733 39,,True,True,False,True,5569874505,2,Linda Sofie Bohlin,Ledamot,sala@ivab.com,010-414 41 50,ok,3,1957,2.0,2,9,0,9,1.0,0.7,6.3,A,1,1,0,1,1,0
1103,Strömstads Värme & Sanitet AB,Oslovägen 41,Strömstad,452 35,0526-130 75,info@comfort-stromstad.com,robert.collin@comfort-stromstad.com,Oslovägen 41,Strömstad,452 35,,True,True,True,True,5592721590,3,Ingrid Maria-Lisa Gustafsson,Extern verkställande direktör,info@comfort-stromstad.com,0526-130 75,ok,3,2266,2.3,3,9,0,9,1.0,0.7,6.3,A,1,1,0,1,1,0
1445,Simonssons Rör Branäs,Nygårdsvägen 2,Sysslebäck,680 60,0280-312 31,info@simonssonsror.se,,,,,Branäs,False,False,False,False,5569486250,1,Pär John Morgan Jönsson,Verkställande direktör,info@simonssonsror.se,0280-312 31,ok,3,2852,2.9,1,9,0,9,1.0,0.7,6.3,A,1,1,0,1,1,0
1089,Tranås Rörservice AB,Hörngatan 2,Tranås,573 42,0140-65055,info@rorservice.com,susanna@rorservice.com,Hörngatan 2,Tranås,573 42,,True,True,True,True,5565478004,2,Thomas Emil Gillis Wennerlund,Ledamot,info@rorservice.com,0140-65055,ok,3,1445,1.4,2,9,0,9,1.0,0.7,6.3,A,1,1,0,1,1,0
1104,Stora Mellby Rör i Trollhättan AB,Kardanvägen 3B,Trollhättan,461 38,0520-823 84,info@mellbyror.se,order.trollhattan@mellbyror.se,Kardanvägen 3B,Trollhättan,461 38,,True,True,False,True,5592534027,3,Lena Marie Lindell Ljusell,Verkställande direktör,info@mellbyror.se,0520-823 84,ok,3,2175,2.2,3,9,0,9,1.0,0.7,6.3,A,1,1,0,1,1,0
1205,Projektrör Väst AB  Uddevalla,Kurödsvägen 10,Uddevalla,451 55,0522-291 99,info@projektror.se,,Kurödsvägen 10,Uddevalla,451 55,,True,False,False,False,5592651953,1,Alastair John Ross,Ledamot,info@projektror.se,0522-291 99,ok,3,1203,1.2,1,9,0,9,1.0,0.7,6.3,A,1,1,0,1,1,0
1112,BP VVS och EL AB,Lärjungevägen 4,Vendelsö,136 69,08-776 12 56,info@bpvvs.se,info@bpvvs.se,Lärjungevägen 4,Vendelsö,136 69,,True,True,False,True,5565264495,1,Sara Margareta Bylund,Ledamot,info@bpvvs.se,08-776 12 56,ok,3,3125,3.1,1,9,0,9,1.0,0.7,6.3,A,1,1,0,1,1,0
1455,Jäders Värme & Sanitet Haparanda,Skomakargatan 1,Haparanda,953 34,0922-108 08,info@jadersvarme.se,,,,,,False,False,False,False,5568910235,71,Stefan Patrik Palmelind,Verkställande direktör,info@jadersvarme.se,0922-108 08,ok,1,93518,93.5,71,9,2,11,0.6,0.9,5.94,A,1,1,0,1,1,0
1167,Falkenbergs Rör AB,Kvekatorpsvägen 21,Falkenberg,311 32,0346-71 47 50,order@falkenbergsror.se,order@falkenbergsror.se,Kvekatorpsvägen 21,Falkenberg,311 32,,True,True,False,True,5560773797,47,Johan Martin Dahl,Verkställande direktör,order@falkenbergsror.se,0346-71 47 50,low,4,116938,116.9,47,2,3,5,1.28,0.9,5.76,A,0,0,0,1,1,0
1454,Jäders Värme & Sanitet Malå,Storgatan 23,Malå,939 31,0953-80 99 10,info@jadersvarme.se,,Storgatan 23,Malå,939 31,,False,False,False,False,5595033795,1,Lars Johan Martin Norlund,Ledamot,info@jadersvarme.se,0953-80 99 10,low,2,10047,10.0,1,9,1,10,0.78,0.7,5.46,A,1,1,0,1,1,0
1462,Comfort Åre AB,Svedjevägen 7 A,Skellefteå,83136,0647-76 000,hej@comfortare.se,,Såå 406,Åre,837 97,,True,True,False,False,5595481887,1-4,Per Åke Mattias Broman,Ordförande,hej@comfortare.se,0647-76 000,ok,2,,,1,10,0,10,0.78,0.7,5.46,A,1,1,1,1,1,0
1124,Nya Söberg & Söderström Rör AB,Marielundsgatan 2,Gnesta,646 34,0158-13660,info@rorhuset.se,order@rorhuset.se,Marielundsgatan 2,Gnesta,646 34,,True,True,True,True,70090714083339,0,,,info@rorhuset.se,0158-13660,ok,3,,,0,9,0,9,1.0,0.6,5.4,A,1,1,0,1,1,0
1156,Infjärdens Värme AB Roknäs,Fläktgatan 11,Piteå,941 28,010-414 40 40,roknas@ivab.com,,Fläktgatan 11,Piteå,941 28,,True,False,,,5560741935,270,Anna Mari Nilsson,Extern verkställande direktör,roknas@ivab.com,010-414 40 40,ok,1,379344,379.3,270,9,3,12,0.6,0.75,5.4,A,1,1,0,1,1,0
1134,M J  Fjärrvärme & VVS AB,Idögatan 38,Linköping,58278,013-29 95 42,info@mjvvs.se,,Idögatan 38,Linköping,582 78,,True,False,,,5566163720,40,Carl Ludvig Mikael Elebring,Verkställande direktör,info@mjvvs.se,013-29 95 42,ok,3,121082,121.1,40,2,3,5,1.0,1.0,5.0,A,0,0,0,1,1,0
1471,Lycksele Värmeservice,Bergstigen 8,Lycksele,921 45,070-523 29 69,info@varmeservice.nu,,,,,,True,True,False,False,5565394714,3,Bernt Lars-Olov Hultebrand,Verkställande direktör,info@varmeservice.nu,070-523 29 69,low,2,236,0.2,3,9,0,9,0.78,0.7,4.91,B,1,1,0,1,1,0
1078,Nordelektro Malå,Fabriksgatan 1,Malå,939 32,010-188 18 01,info@nordelektro.se,,Fabriksgatan 1,Malå,939 32,,True,False,,,5595033795,1,Lars Johan Martin Norlund,Ledamot,info@nordelektro.se,010-188 18 01,low,2,10047,10.0,1,8,1,9,0.78,0.7,4.91,B,1,1,1,0,0,0
1108,Rörteknik Energi i Åre AB,Hagvägen 28,Östersund,831 48,070-6889023,lars@rorteknik.nu,,Hagvägen 28,Östersund,831 48,,True,False,,,5591025969,2,Magnus Viktor Ågren,Verkställande direktör,lars@rorteknik.nu,070-6889023,ok,2,4033,4.0,2,9,0,9,0.78,0.7,4.91,B,1,1,0,1,1,0
1151,Jäders Värme & Sanitet Skellefteå,Brogatan 29,Skellefteå,931 60,0910-548 90,info@jadersvarme.se,info@jadersvarme.se,Brogatan 29,Skellefteå,931 60,,True,True,True,True,5568661135,2,Lars Kennet Tjärnström,Verkställande direktör,info@jadersvarme.se,0910-548 90,low,2,3209,3.2,2,9,0,9,0.78,0.7,4.91,B,1,1,0,1,1,0
1154,Infjärdens Värme AB Skellefteå,Fabriksgatan 6,Skellefteå,931 37,010-414 41 70,skelleftea@ivab.com,,Fabriksgatan 6,Skellefteå,931 37,,True,False,,,5568661135,2,Lars Kennet Tjärnström,Verkställande direktör,skelleftea@ivab.com,010-414 41 70,low,2,3209,3.2,2,9,0,9,0.78,0.7,4.91,B,1,1,0,1,1,0
1086,VRE Rör & Värmeekonomi AB,Dammgatan 3,Söderhamn,826 32,0270-14450,info@vreror.se,order@vreror.se,Dammgatan 3,Söderhamn,826 32,,True,True,False,True,5594900150,1-4,Kim Åke John Nygren,Ledamot,info@vreror.se,0270-14450,ok,2,,,1,9,0,9,0.78,0.7,4.91,B,1,1,0,1,1,0
1444,Simonssons Rör Vemdalen,Fjällvägen 47H,Vemdalen,846 71,070-284 84 44,vemdalen@simonssonsror.se,,,,,Vemdalen,False,False,False,False,5593605933,1,Mats Alexander Sörell,Ledamot,vemdalen@simonssonsror.se,070-284 84 44,ok,2,1100,1.1,1,9,0,9,0.78,0.7,4.91,B,1,1,0,1,1,0
1051,Gustafssons Rör i Umeå,Formvägen 12b,Umeå,906 21,090-200 30 91,info@gustafssonsror.se,liselott@gustafssonsror.se,Formvägen 12b,Umeå,906 21,,True,True,False,False,5567977714,0,Per Erik Andreas Eriksson,Verkställande direktör,info@gustafssonsror.se,090-200 30 91,low,2,25415,25.4,0,9,1,10,0.78,0.6,4.68,B,1,1,0,1,1,0
1456,Jäders Värme & Sanitet Kalix,Betongvägen 5,Kalix,952 31,0923-213 96,info@jadersvarme.se,,,,,,True,True,False,False,5563873065,3,Sten Kenneth Englund,Ordförande,info@jadersvarme.se,0923-213 96,low,1,30710,30.7,3,9,2,11,0.6,0.7,4.62,B,1,1,0,1,1,0
1070,Xpert El,Vällaregatan 30,Olofström,293 38,0454-57 39 10,info@xpertel.se,,Vällaregatan 30,Olofström,293 38,,False,False,False,False,5561071365,42,John Magnus Liljengren,Verkställande direktör,info@xpertel.se,0454-57 39 10,ok,4,130052,130.1,42,1,3,4,1.28,0.9,4.61,B,0,0,1,0,0,0
1211,Elservice i Trelleborg,Persåkersvägen 2,Trelleborg,231 62,0410-599 70,info@elserviceab.com,,Persåkersvägen 2,Trelleborg,231 62,,False,False,False,False,5560063421,63,Peter Lennart Nilsson,Verkställande direktör,info@elserviceab.com,0410-599 70,low,4,697000,697.0,63,1,3,4,1.28,0.9,4.61,B,0,0,1,0,0,0
1171,Djupedals Rör Vårgårda,Lindbladsvägen 6A,Vårgårda,447 37,0322-623 370,info@djupedalsror.se,info@djupedalsror.se,Lindbladsvägen 6A,Vårgårda,447 37,,False,False,False,False,5564776911,53,Martin Ravn-Nielsen,Ordförande,info@djupedalsror.se,0322-623 370,ok,3,151086,151.1,53,2,3,5,1.0,0.9,4.5,B,0,0,0,1,1,0
1162,Infjärdens Värme AB Boden,Sturegatan 18,Boden,961 33,010-414 41 40,boden@ivab.com,boden@ivab.com,Sturegatan 18,Boden,961 33,,True,False,False,True,5565932349,2,Lilian Catarina Granström,Verkställande direktör,boden@ivab.com,010-414 41 40,low,1,27228,27.2,2,9,1,10,0.6,0.7,4.2,B,1,1,0,1,1,0
1207,Allmänna El Linköping,Norra Svedengatan 36B,Linköping,582 73,0706-19 04 82,info@allmannael.se,,Norra Svedengatan 36B,Linköping,582 73,,True,True,False,False,5562363589,19,Steve Ingmar Jansson,Ledamot,info@allmannael.se,0706-19 04 82,low,3,161001,161.0,19,1,3,4,1.0,1.0,4.0,B,0,0,1,0,0,0
1458,Totalentreprenad VVS i Kristianstad AB,Kabelvägen 18,Kristianstad,291 62,044-20 98 50,,,,,,,True,True,,,5564524188,24,Anders Per-Ole Ekdahl,Ledamot,,044-20 98 50,low,4,206540,206.5,24,0,3,3,1.28,1.0,3.84,B,0,0,0,0,0,1
1114,Rör City i Luleå AB,Midgårdsvägen 24,Luleå,973 34,0920-22 22 55,info@lulea.comfort.se,info@lulea.comfort.se,Midgårdsvägen 24,Luleå,973 34,,True,True,True,True,5568395593,1-4,Lars Rune Michael Ögren,Verkställande direktör,info@lulea.comfort.se,0920-22 22 55,low,1,2659,2.7,1,9,0,9,0.6,0.7,3.78,B,1,1,0,1,1,0
1172,Djupedals Rör Kvänum,Storgatan 12,Kvänum,535 30,0512-921 00,info@djupedalsror.se,info@djupedalsror.se,Storgatan 12,Kvänum,535 30,,False,False,False,False,5562023159,132,Johan Niklas Efraimsson,Verkställande direktör,info@djupedalsror.se,0512-921 00,low,3,279084,279.1,132,2,3,5,1.0,0.75,3.75,B,0,0,0,1,1,0
1443,Infjärdens Värme AB Örebro,Skjutbanevägen 11,Örebro,703 69,010-414 40 80,rasmus.von.knorring@ivab.com,,,,,,True,True,False,False,5560741935,270,Anna Mari Nilsson,Extern verkställande direktör,rasmus.von.knorring@ivab.com,010-414 40 80,ok,3,379344,379.3,270,2,3,5,1.0,0.75,3.75,B,0,0,0,1,1,0
1467,Anderssons Elektriska i Mjölby AB,Box 4,Mjölby,59521,0142-170 20,info@anderssonsel.se,,Dackegatan 29,Mjölby,595 32,,False,False,False,False,5560585589,67,David Olof Olefalk,Verkställande direktör,info@anderssonsel.se,0142-170 20,ok,3,164072,164.1,67,1,3,4,1.0,0.9,3.6,B,0,0,1,0,0,0
1066,Allmänna El Mjölby,Prästgårdsliden 8A,Mjölby,595 42,0706-19 04 82,info@allmannael.se,,Prästgårdsliden 8A,Mjölby,595 42,,True,True,False,False,5560414749,55,Ulf Torbjörn Olsson,Extern verkställande direktör,info@allmannael.se,0706-19 04 82,low,3,270579,270.6,55,1,3,4,1.0,0.9,3.6,B,0,0,1,0,0,0
1190,Badrumsbutiken i Sollentuna AB,Kanalvägen 69,Sollentuna,191 34,08-732 64 40,info@comfortsollentuna.se,info@comfortsollentuna.se,Kanalvägen 69,Sollentuna,191 34,,True,True,True,True,5563000883,6,Mari Lisbeth Kristin Van Workum,Ledamot,info@comfortsollentuna.se,08-732 64 40,ok,3,29822,29.8,6,3,1,4,1.0,0.9,3.6,B,0,0,1,1,1,0
1139,Landskrona Installation AB,Lundåkragatan 27,Landskrona,26135,0418-44 61 33,info@carlphilipsvvs.se,,Lundåkragatan 27,Landskrona,261 35,,False,False,False,False,5568410038,9,Claes Anders Philip Törnmalm,Ledamot,info@carlphilipsvvs.se,0418-44 61 33,low,4,12001,12.0,9,2,1,3,1.28,0.9,3.46,B,0,0,0,1,1,0
1452,PlanMan Malmö AB,Saxgatan 4,Malmö,211 25,0729-95 22 00,info@pmmab.se,,Saxgatan 4,Malmö,211 25,,False,False,False,False,5566289285,8,Anneli Cecilia Madelene Tollstam,Ledamot,info@pmmab.se,0729-95 22 00,low,4,48022,48.0,8,1,2,3,1.28,0.9,3.46,B,0,0,1,0,0,0
1210,Elservice - Malmö,Kantyxegatan 23,Malmö,213 76,040-138 200,info@elserviceab.com,,Kantyxegatan 23,Malmö,213 76,,False,False,False,False,5566289285,8,Anneli Cecilia Madelene Tollstam,Ledamot,info@elserviceab.com,040-138 200,low,4,48022,48.0,8,1,2,3,1.28,0.9,3.46,B,0,0,1,0,0,0
1069,Holje El,Ågatan 4,Olofström,293 34,0454-990 00,info@holjeel.se,,Ågatan 4,Olofström,293 34,,False,False,False,False,5560500042,45,Emma Inga Linnéa Stigsson,Verkställande direktör,info@holjeel.se,0454-990 00,ok,4,72648,72.6,45,1,2,3,1.28,0.9,3.46,B,0,0,1,0,0,0
1166,Gävle Rörteam AB,Kryddstigen 9,Gävle,802 92,026-10 50 40,info@gavlerorteam.se,jorgen@gavlerorteam.se,Kryddstigen 9,Gävle,802 92,,True,True,False,True,5566940234,28,Otto Anders Lööw,Extern verkställande direktör,info@gavlerorteam.se,026-10 50 40,ok,2,49422,49.4,28,2,2,4,0.78,1.0,3.12,B,0,0,0,1,1,0
1177,Comfort-kedjan AB Kista,Jan Stenbecks Torg 17,Kista,16440,08-557 615 00,info@comfort.se,Magnus.spanos@comfort.se,Jan Stenbecks Torg 17,Kista,164 40,,False,False,False,False,5560392986,39,Ylva Annika Strindlund Jerveland,Extern verkställande direktör,info@comfort.se,08-557 615 00,ok,3,233968,234.0,39,0,3,3,1.0,1.0,3.0,B,0,0,0,0,0,1
1176,Comfort-kedjan AB Örebro,Elementvägen 8,Örebro,70227,019-777 02 00,,,Älvtomtagatan 12,Örebro,703 42,,False,False,False,False,5564741568,28,Daniel Pierre Ellison,Verkställande direktör,,019-777 02 00,ok,3,319334,319.3,28,0,3,3,1.0,1.0,3.0,B,0,0,0,0,0,1
1062,Falklöfs El,Verkstadsgatan 4,Örebro,702 27,070-593 94 72,fredrik@falklofsel.se,,Faktorigatan 13,Örebro,703 62,,True,False,,,5565597381,18,Karl Fredrik Tomas Falklöf,Verkställande direktör,fredrik@falklofsel.se,070-593 94 72,low,3,35530,35.5,18,1,2,3,1.0,1.0,3.0,B,0,0,1,0,0,0
1072,ATIs El och Energiteknik AB,Stensätravägen 4,Skärholmen,127 39,08-549 002 25,info@atis.se,,Stensätravägen 4,Skärholmen,127 39,,True,False,,,5565409876,23,Lars Åke Wallin,Extern verkställande direktör,info@atis.se,08-549 002 25,ok,3,60476,60.5,23,1,2,3,1.0,1.0,3.0,B,0,0,1,0,0,0
1079,Nordelektro Stockholm,Transbergsslingan 2,Bromma,167 45,08-560 389 39,info@nordelektro.se,,Transbergsslingan 2,Bromma,167 45,,True,False,,,5569015869,6,Harald Gunnar Ericsson,Ordförande,info@nordelektro.se,08-560 389 39,ok,3,52125,52.1,6,1,2,3,1.0,0.9,2.7,C,0,0,1,0,0,0
1183,Comfort i Finspång,Sjömansängsvägen 10,Finspång,612 44,0122-180 70,ra@andersonbaggman.se,roger.andersson@andersonbaggman.se,Sjömansängsvägen 10,Finspång,612 44,,True,True,True,True,5562434919,9,Lars Johan Bergling,Verkställande direktör,ra@andersonbaggman.se,0122-180 70,ok,3,15501,15.5,9,2,1,3,1.0,0.9,2.7,C,0,0,0,1,1,0
1174,Dinami Värme & Vatten AB,Västberga Allé 36B,Hägersten,126 30,072-2532650,info@dinami.se,comfortorder@dinami.se,Västberga Allé 36B,Hägersten,126 30,,True,True,False,True,5566305446,12,Patric Christopher Tottie,Ledamot,info@dinami.se,072-2532650,ok,3,12276,12.3,12,2,1,3,1.0,0.9,2.7,C,0,0,0,1,1,0
1101,Svärtinge Rör VVS AB,Torsgatan 15,Norrköping,603 63,011-4960230,info@svartingeror.se,,Torsgatan 15,Norrköping,603 63,,True,False,False,,5564968823,43,Bengt Christer Sundell,Verkställande direktör,info@svartingeror.se,011-4960230,low,3,124516,124.5,43,0,3,3,1.0,0.9,2.7,C,0,0,0,1,0,0
1463,Kraft och montage i Syd AB,Bolagsgatan 3,Svedala,23351,073-087 28 67,info@kraftochmontage.se,,,,,,False,False,False,False,5592775869,18,Hans Martin Rickard Hansson,Verkställande direktör,info@kraftochmontage.se,073-087 28 67,ok,4,73126,73.1,18,0,2,2,1.28,1.0,2.56,C,0,0,0,0,0,0
1073,Ventilationsteknik i Varberg AB,Härdgatan 30,Varberg,432 32,0340-690 680,info@ventilationsteknik.com,,Härdgatan 30,Varberg,432 32,,True,True,,,5560748468,26,Amer Dzindic,Verkställande direktör,info@ventilationsteknik.com,0340-690 680,low,4,52644,52.6,26,0,2,2,1.28,1.0,2.56,C,0,0,0,0,0,0
1200,Hultins El,Umevägen 9,Lycksele,921 45,0950-238 80,anders@hultinsel.se,,Umevägen 9,Lycksele,921 45,,False,False,,,5569016479,21,Curt Thomas Lilja,Verkställande direktör,anders@hultinsel.se,0950-238 80,ok,2,39096,39.1,21,1,2,3,0.78,1.0,2.34,C,0,0,1,0,0,0
1469,Mexor Industri AB,Högströmsgatan 12,Skellefteå,93133,070-28 22 949,tomas.eriksson@mexor.se,,,,,,True,False,False,False,5569990491,26,John Dane Johansson,Verkställande direktör,tomas.eriksson@mexor.se,070-28 22 949,ok,2,136294,136.3,26,0,3,3,0.78,1.0,2.34,C,0,0,0,1,0,0
1050,Spindel AB,Birger Svenssons väg 16,Varberg,432 40,0340-50 04 09,info@spindel.nu,,Birger Svenssons väg 16,Varberg,432 40,,False,False,,,5566972914,14,Pontus Karl Henrik Johansson,Verkställande direktör,info@spindel.nu,0340-50 04 09,ok,4,18582,18.6,14,1,1,2,1.28,0.9,2.3,C,0,0,1,0,0,0
1203,Temarör i Stockholm AB,Harpsundsvägen 211,Bandhagen,124 59,070-9731315,christoffer.carellius@temaror.se,,Harpsundsvägen 211,Bandhagen,124 59,,True,False,False,False,5568195324,446,Eva Charlotta Kassel,Verkställande direktör,christoffer.carellius@temaror.se,070-9731315,ok,3,252066,252.1,446,0,3,3,1.0,0.75,2.25,C,0,0,0,1,0,0
1201,Nordelektro Arjeplog,Laisvallvägen 10,Arjeplog,938 32,010-188 18 00,info@nordelektro.se,,Laisvallvägen 10,Arjeplog,938 32,,True,False,False,False,5562885425,82,Johan Daniel Ek,Extern verkställande direktör,info@nordelektro.se,010-188 18 00,ok,1,351226,351.2,82,1,3,4,0.6,0.9,2.16,C,0,0,1,0,0,0
1157,Infjärdens Värme AB Piteå,Fläktgatan 11,Piteå,941 28,010-414 40 00,info@ivab.com,ingrid.westerberg@ivab.com,Fläktgatan 11,Piteå,941 28,,True,True,True,True,5566431911,8,Anna Ulrika Nilsson,Extern verkställande direktör,info@ivab.com,010-414 40 00,low,1,57222,57.2,8,2,2,4,0.6,0.9,2.16,C,0,0,0,1,1,0
1209,Storfors Plåt Lycksele,"KLOCKARVÄGEN 15
",Lycksele,921 41,0920-24 77 60,info@storforsplat.se,,"KLOCKARVÄGEN 15
",Lycksele,921 41,,True,False,False,False,5560849795,74,Lars Magnus Eriksson,Verkställande direktör,info@storforsplat.se,0920-24 77 60,low,2,173722,173.7,74,0,3,3,0.78,0.9,2.11,C,0,0,0,0,0,0
1056,Storfors Plåt Skellefteå,Svedjevägen 8B,Skellefteå,931 36,0910-77 71 33,info@storforsplat.se,,Svedjevägen 8B,Skellefteå,931 36,,True,False,,,5560849795,74,Lars Magnus Eriksson,Verkställande direktör,info@storforsplat.se,0910-77 71 33,low,2,173722,173.7,74,0,3,3,0.78,0.9,2.11,C,0,0,0,0,0,0
1059,Svenska Elbyrån AB,Ostmästargränd 12,Årsta,120 40,08-94 21 24,info@svenskaelbyran.com,,Ostmästargränd 12,Årsta,120 40,,True,False,,,5565722674,16,Rolf Patrik Welander,Ordförande,info@svenskaelbyran.com,08-94 21 24,ok,3,22266,22.3,16,1,1,2,1.0,1.0,2.0,C,0,0,1,0,0,0
1074,HaMi,Gillbergagatan 21,Linköping,582 73,013-14 81 50,info@hami.se,,Gillbergagatan 21,Linköping,582 73,,False,False,False,False,5564523453,25,Johan Rolf Charley Kindvall,Verkställande direktör,info@hami.se,013-14 81 50,ok,3,75215,75.2,25,0,2,2,1.0,1.0,2.0,C,0,0,0,0,0,0
1067,Proair,Sprängstensgatan 1D,Norrköping,603 79,0732-40 83 00,info@proair.se,,Sprängstensgatan 1D,Norrköping,603 79,,True,True,,,5590406335,18,Andreas Bernt Rosberg,Verkställande direktör,info@proair.se,0732-40 83 00,low,3,62445,62.4,18,0,2,2,1.0,1.0,2.0,C,0,0,0,0,0,0
1450,Nyköpings Rör & Industriteknik,KURTORP 1,Nyköping,611 94,070-321 23 65,,,,,,,False,False,False,False,5563284586,26,Johan Patrik Nilsson,Extern verkställande direktör,,070-321 23 65,ok,3,95824,95.8,26,0,2,2,1.0,1.0,2.0,C,0,0,0,1,0,0
1116,Reko Rör,Signalgatan 9,Örebro,702 25,076-8021400,,,Signalgatan 9,Örebro,702 25,,True,False,,,5590340682,16,Karl Oskar Karlsson,Verkställande direktör,,076-8021400,low,3,38847,38.8,16,0,2,2,1.0,1.0,2.0,C,0,0,0,1,0,0
1144,Kjellners Rör AB Skara,Vallgatan 52,Skara,532 37,0511-210 70,anton.hjalmarsson@kjellnersror.se,weborder@kjellnersror.se,Vallgatan 52,Skara,532 37,,True,True,True,True,5568947500,39,Karl Emil David Kjellner,Verkställande direktör,anton.hjalmarsson@kjellnersror.se,0511-210 70,ok,3,64534,64.5,39,0,2,2,1.0,1.0,2.0,C,0,0,0,0,0,1
1077,Nordelektro Arvidsjaur,Järnvägsgatan 52,Arvidsjaur,933 31,010-188 18 31,,,Järnvägsgatan 52,Arvidsjaur,933 31,,True,False,,,5568776644,26,Bo Nils Anton Bränström,Ordförande,,010-188 18 31,low,1,15473,15.5,26,2,1,3,0.6,1.0,1.8,C,0,0,1,0,1,0
