company_name,city,postal_code,elzon,partner_type,cert_level,score,tier,phone,email,website,source_url
Jkp Energi,Ab  Kopparberg,714 94,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/jkp-energi--ab--kopparberg-71494-installator
Johanneberg Ror Ab,Fjaras,439 91,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/johanneberg-ror-ab--fjaras-43991-installator
Johanssons Vvs Ab,Strangnas,645 40,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/johanssons-vvs-ab--strangnas-64540-installator
Jonkoping Installationstjanst Ab,Jonkoping,553 89,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/jonkoping-installationstjanst-ab--jonkoping-55389-installator
Jordens Basta Vvs Ab,Tranas,573 90,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/jordens-basta-vvs-ab--tranas-57390-installator
Js Vvs I Norrtalje Ab,Norrtalje,761 30,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/js-vvs-i-norrtalje-ab--norrtalje-76130-installator
Kalmar Ror Ab,Kalmar,392 54,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/kalmar-ror-ab--kalmar-39254-installator
Kalmarsunds Ror Ab,Kalmar,393 71,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/kalmarsunds-ror-ab--kalmar-39371-installator
Kangers Vvs Ab,Hyssna,511 63,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/kangers-vvs-ab--hyssna-51163-installator
Karlskoga Rorservice Ab,Karlskoga,691 45,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/karlskoga-rorservice-ab--karlskoga-69145-installator
Karlstads Vvs,Lantbrukstjanst Ab  Karlstad,652 72,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/karlstads-vvs--lantbrukstjanst-ab--karlstad-65272-installator
Kungsors Ror Vvs Ab,Kungsor,736 32,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/kungsors-ror-vvs-ab--kungsor-73632-installator
Kyle Vvs Ab,Skara,532 31,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/kyle-vvs-ab--skara-53231-installator
Landora Ror Ab,Enkoping,749 94,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/landora-ror-ab--enkoping-74994-installator
Lejonet Ror Ab,Nassjo,571 92,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/lejonet-ror-ab--nassjo-57192-installator
Lena Vvs Ab,Lena,749 92,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/lena-vvs-ab--lena-74992-installator
Lerums Rorservice Ab,Lerum,443 35,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/lerums-rorservice-ab--lerum-44335-installator
Lf Energi Och Kyla Ab,Orebro,702 25,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/lf-energi-och-kyla-ab--orebro-70225-installator
Lindesberg Rostorp Ror Ab,Lindesberg,711 31,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/lindesberg-rostorp-ror-ab--lindesberg-71131-installator
Lindkvists Vvs Ab,Nassjo,571 36,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/lindkvists-vvs-ab--nassjo-57136-installator
Lindqvists Ror Ab,Boras,504 49,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/lindqvists-ror-ab--boras-50449-installator
Linkopings Vvs Ab,Linkoping,582 95,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/linkopings-vvs-ab--linkoping-58295-installator
Lostagards Ror Ab,Boras,504 53,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/lostagards-ror-ab--boras-50453-installator
Magnus Peterssons Vvs Ab,Kungsbacka,434 31,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/magnus-peterssons-vvs-ab--kungsbacka-43431-installator
Marsta Vvs Ab,Marsta,195 51,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/marsta-vvs-ab--marsta-19551-installator
Mellbyns Rorservice Ab,Mellbystrand,312 77,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/mellbyns-rorservice-ab--mellbystrand-31277-installator
Mellstrom Ror Ab,Skene,511 60,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/mellstrom-ror-ab--skene-51160-installator
Mercurius Energi Ab,Nykoping,611 45,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/mercurius-energi-ab--nykoping-61145-installator
Mil El O Vvs I Ostergotland Ab,Linkoping,582 75,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/mil-el-o-vvs-i-ostergotland-ab--linkoping-58275-installator
Mill Energi Ab,Nassjo,571 34,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/mill-energi-ab--nassjo-57134-installator
Molndals Varme Ab,Molndal,431 39,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/molndals-varme-ab--molndal-43139-installator
Morgonstjarnan Ror Ab,Sunne,686 94,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/morgonstjarnan-ror-ab--sunne-68694-installator
Mossboda Vvs Ab,Haby,444 95,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/mossboda-vvs-ab--haby-44495-installator
Motala Kylen Ab,Motala,591 94,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/motala-kylen-ab--motala-59194-installator
Nibe Partner Aborred Ror,Ab  Munkedal,455 82,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/nibe-partner-aborred-ror--ab--munkedal-45582-installator
Nibe Partner Bjork,Lind Ror Ab  Tanumshede,457 30,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/nibe-partner-bjork--lind-ror-ab--tanumshede-45730-installator
Nibe Partner Fruktan Ab,Orust,473 90,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/nibe-partner-fruktan-ab--orust-47390-installator
Nibe Partner Installation I Brottby Ab,Brottby,184 94,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/nibe-partner-installation-i-brottby-ab--brottby-18494-installator
Nibe Partner Kungsholmen Vvs Ab,Stockholm,104 52,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/nibe-partner-kungsholmen-vvs-ab--stockholm-10452-installator
Nibe Partner Malaxhuse Ror Ab,Lysekil,453 55,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/nibe-partner-malaxhuse-ror-ab--lysekil-45355-installator
Nibe Partner Masab Ror Ab,Alingsas,441 52,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/nibe-partner-masab-ror-ab--alingsas-44152-installator
Nibe Partner Rorstrom I Karlstad Ab,Karlstad,653 51,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/nibe-partner-rorstrom-i-karlstad-ab--karlstad-65351-installator
Nibe Partner Vattenfall Heat Pump Service Ab,Hagfors,683 33,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/nibe-partner-vattenfall-heat-pump-service-ab--hagfors-68333-installator
Nibe Partner Vattenfall Heat Pump Service Ab,Karlstad,653 40,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/nibe-partner-vattenfall-heat-pump-service-ab--karlstad-65340-installator
Nibe Partner Vattenfall Heat Pump Service Ab,Vasteras,722 32,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/nibe-partner-vattenfall-heat-pump-service-ab--vasteras-72232-installator
Nordbergs Ror Ab,Falkenberg,311 97,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/nordbergs-ror-ab--falkenberg-31197-installator
Nordens Bergvarmepumpar Ab,Halmstad,302 64,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/nordens-bergvarmepumpar-ab--halmstad-30264-installator
Nordisk Kyl,Service Ab  Gothenburg,412 58,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/nordisk-kyl--service-ab--gothenburg-41258-installator
Norrkopings Kylen Ab,Norrkoping,602 21,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/norrkopings-kylen-ab--norrkoping-60221-installator
Norskogs Ror Ab,Karlstad,652 25,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/norskogs-ror-ab--karlstad-65225-installator
Nossebro El,Vvs Ab  Nossebro,465 90,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/nossebro-el--vvs-ab--nossebro-46590-installator
Odsmals Rorlaggeri Ab,Odsmal,444 95,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/odsmals-rorlaggeri-ab--odsmal-44495-installator
Ola Westman Ror,Goteborg,412 72,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/ola-westman-ror--goteborg-41272-installator
Orebro Vvs Ab,Orebro,705 95,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/orebro-vvs-ab--orebro-70595-installator
Oregrunds El,Vvs Ab  Oregrund,742 42,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/oregrunds-el--vvs-ab--oregrund-74242-installator
Oringe Ror Ab,Tyreso,135 49,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/oringe-ror-ab--tyreso-13549-installator
Osterlens Rorinstallationer Ab,Simrishamn,272 33,SE4,service,Service,5,B,,,,https://www.nibe.eu/sv-se/partner/osterlens-rorinstallationer-ab--simrishamn-27233-service
Ostgota Varmepumpsteknik,Atvidaberg,597 91,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/ostgota-varmepumpsteknik--atvidaberg-59791-installator
Pagelmans Ror Ab,Stenungsund,444 46,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/pagelmans-ror-ab--stenungsund-44446-installator
Pagelmans Ror Ab,Gothenburg,412 58,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/pagelmans-ror-ab--gothenburg-41258-installator
Pelle Petter Ab,Huskvarna,561 73,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/pelle-petter-ab--huskvarna-56173-installator
Per Ols Ror,Kyla Ab  Nacka,131 37,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/per-ols-ror--kyla-ab--nacka-13137-installator
Per Persons Vvs,Rottne,363 94,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/per-persons-vvs--rottne-36394-installator
Perssons Ror Ab,Lessebo,365 31,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/perssons-ror-ab--lessebo-36531-installator
Plc Miljo Ab,Norrkoping,602 24,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/plc-miljo-ab--norrkoping-60224-installator
Pmab Ror Ab,Gothenburg,411 04,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/pmab-ror-ab--gothenburg-41104-installator
Precis Energi Ab,Linkoping,583 30,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/precis-energi-ab--linkoping-58330-installator
Prima Rorinstallationer I Visby Ab,Visby,621 57,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/prima-rorinstallationer-i-visby-ab--visby-62157-installator
Pro Ror,Varme Ab  Herrljunga,524 92,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/pro-ror--varme-ab--herrljunga-52492-installator
Pro Ror,Varme Ab  Lidkoping,531 67,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/pro-ror--varme-ab--lidkoping-53167-installator
Pronordic Ab,Sollentuna,191 54,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/pronordic-ab--sollentuna-19154-installator
Provag Energi Ab,Vasteras,722 49,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/provag-energi-ab--vasteras-72249-installator
Pumpterminalen I Jonkoping Ab,Jonkoping,553 11,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/pumpterminalen-i-jonkoping-ab--jonkoping-55311-installator
Rafael Fernandez Rorinstallationer Ab,Uppsala,754 32,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/rafael-fernandez-rorinstallationer-ab--uppsala-75432-installator
Ragnar Graffman Vvs Ab,Vasteras,722 41,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/ragnar-graffman-vvs-ab--vasteras-72241-installator
Rakt Ror Ab,Motala,591 32,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/rakt-ror-ab--motala-59132-installator
Rakt Ror Ab,Mjolby,595 37,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/rakt-ror-ab--mjolby-59537-installator
Rbd Ror Ab,Nacka,131 75,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/rbd-ror-ab--nacka-13175-installator
Restaurang Ror Ab,Gothenburg,400 23,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/restaurang-ror-ab--gothenburg-40023-installator
Ro Installationer Ab,Gothenburg,415 02,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/ro-installationer-ab--gothenburg-41502-installator
Ror Gruppen Gotland Ab,Visby,621 51,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/ror-gruppen-gotland-ab--visby-62151-installator
Ror Halland Ab,Kungsbacka,434 32,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/ror-halland-ab--kungsbacka-43432-installator
Ror Tjansen I Norrtelje Ab,Norrtalje,761 96,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/ror-tjansen-i-norrtelje-ab--norrtalje-76196-installator
Rors Rorstudio Ab,Vimmerby,598 40,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/rors-rorstudio-ab--vimmerby-59840-installator
Rorsmorpan Ab,Norrahammar,561 63,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/rorsmorpan-ab--norrahammar-56163-installator
Rortekniken Ab,Halmstad,302 55,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/rortekniken-ab--halmstad-30255-installator
S Varme Ab,Hallsberg,694 35,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/s-varme-ab--hallsberg-69435-installator
Serneke Installation Ab,Gothenburg,418 77,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/serneke-installation-ab--gothenburg-41877-installator
Service Kyla Ab,Linkoping,582 73,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/service-kyla-ab--linkoping-58273-installator
Sjobergs Ror Ab,Linkoping,582 73,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/sjobergs-ror-ab--linkoping-58273-installator
Skovde Rorservice Ab,Skovde,541 35,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/skovde-rorservice-ab--skovde-54135-installator
Smalands Rorservice Ab,Eksjo,575 27,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/smalands-rorservice-ab--eksjo-57527-installator
Smalands Rorservice Ab,Nassjo,571 31,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/smalands-rorservice-ab--nassjo-57131-installator
Soback Rorinstallation Ab,Svalov,268 74,SE4,service,Service,5,B,,,,https://www.nibe.eu/sv-se/partner/soback-rorinstallation-ab--svalov-26874-service
Soberg,Soderstrom Ror Ab  Gnesta,646 34,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/soberg--soderstrom-ror-ab--gnesta-64634-installator
Sodra Vi Varmepumpservice Ab,Kisa,590 40,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/sodra-vi-varmepumpservice-ab--kisa-59040-installator
Sodregards Ror,Maskin Ab  Vaxjo,355 93,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/sodregards-ror--maskin-ab--vaxjo-35593-installator
Sone El Ab,Lidkoping,531 57,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/sone-el-ab--lidkoping-53157-installator
Sp Rorservice,Svenljunga,512 93,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/sp-rorservice--svenljunga-51293-installator
Stallets Rorlaggeri Ab,Ytterby,442 54,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/stallets-rorlaggeri-ab--ytterby-44254-installator
Steffes Kyl,Varmepumpar Ternstedt Invent Ab  Linkoping,582 73,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/steffes-kyl--varmepumpar-ternstedt-invent-ab--linkoping-58273-installator
Stenso Varme,Sanitet Ab  Kalmar,392 46,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/stenso-varme--sanitet-ab--kalmar-39246-installator
Stetab Vvs,Brunnsborrning  Stjarnhov,646 51,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/stetab-vvs--brunnsborrning--stjarnhov-64651-installator
Stigs Rorlaggeri Ab,Lindome,437 22,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/stigs-rorlaggeri-ab--lindome-43722-installator
Stockholm Pool,Varme Ab  Huddinge,141 43,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/stockholm-pool--varme-ab--huddinge-14143-installator
Stockholms Ror,Vvs Ab              Lidingo,181 32,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/stockholms-ror--vvs-ab--------------lidingo-18132-installator
Strangnas Rortjanst Ab,Strangnas,645 40,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/strangnas-rortjanst-ab--strangnas-64540-installator
Stromlunds Ror Ab,Trollhattan,461 04,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/stromlunds-ror-ab--trollhattan-46104-installator
Stromstad Rorservice Ab,Stromstad,452 92,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/stromstad-rorservice-ab--stromstad-45292-installator
Stures Rorinstallationer Ab,Borensberg,590 31,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/stures-rorinstallationer-ab--borensberg-59031-installator
Sundbyholms Vvs Ab,Eskilstuna,633 47,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/sundbyholms-vvs-ab--eskilstuna-63347-installator
Sven Olovs El,Vvs  Upplands Vasby,194 44,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/sven-olovs-el--vvs--upplands-vasby-19444-installator
Svenljunga El Ab,Svenljunga,512 53,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/svenljunga-el-ab--svenljunga-51253-installator
Svensk Installation Vast Ab,Arjang,672 31,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/svensk-installation-vast-ab--arjang-67231-installator
Svensk Kylservice I Goteborg Ab,Goteborg,417 07,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/svensk-kylservice-i-goteborg-ab--goteborg-41707-installator
Svensk Villavarme Ab,Hisings Backa,422 46,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/svensk-villavarme-ab--hisings-backa-42246-installator
Svenssons Ror Ab,Bor,331 74,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/svenssons-ror-ab--bor-33174-installator
Sweror Ab,Eskilstuna                         ,633 46,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/sweror-ab--eskilstuna--------------------------63346-installator
Taby Vvs,Service Ab  Taby,187 46,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/taby-vvs--service-ab--taby-18746-installator
Talje Vvs Ab,Sodertalje,152 42,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/talje-vvs-ab--sodertalje-15242-installator
Taussons Ror Ab,Uddevalla,451 34,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/taussons-ror-ab--uddevalla-45134-installator
Tbb Ror,Vvs Service Ab  Taby,187 66,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/tbb-ror--vvs-service-ab--taby-18766-installator
Termoklimat I Skane Ab,Ystad,271 39,SE4,service,Service,5,B,,,,https://www.nibe.eu/sv-se/partner/termoklimat-i-skane-ab--ystad-27139-service
Termoklimat Skane Ab,Svedala,233 51,SE4,service,Service,5,B,,,,https://www.nibe.eu/sv-se/partner/termoklimat-skane-ab--svedala-23351-service
Themptander Vvs Ab,Skogas,142 50,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/themptander-vvs-ab--skogas-14250-installator
Thimsfors Vvs Ab,Bastad,269 42,SE4,service,Service,5,B,,,,https://www.nibe.eu/sv-se/partner/thimsfors-vvs-ab--bastad-26942-service
Thimsfors Vvs Ab,Markaryd,285 40,SE4,service,Service,5,B,,,,https://www.nibe.eu/sv-se/partner/thimsfors-vvs-ab--markaryd-28540-service
Thimsfors Vvs Ab,Skummeslovstrand,312 72,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/thimsfors-vvs-ab--skummeslovstrand-31272-installator
Thimsfors Vvs Ab,Almhult,343 34,SE4,service,Service,5,B,,,,https://www.nibe.eu/sv-se/partner/thimsfors-vvs-ab--almhult-34334-service
Tjallmo Vatten,Varme Ab  Tjallmo,590 34,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/tjallmo-vatten--varme-ab--tjallmo-59034-installator
Tomas Enoksson Rormokeri & Fast.Service,Ostervala,740 46,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/tomas-enoksson-rormokeri--fast.service--ostervala-74046-installator
Torbjornsgardens Vvs Ab,Vara,534 90,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/torbjornsgardens-vvs-ab--vara-53490-installator
Trs,Tingdahls Rorservice Ab  Tingsryd,362 30,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/trs---tingdahls-rorservice-ab--tingsryd-36230-installator
Ts Ror Ab,Heby,744 31,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/ts-ror-ab--heby-74431-installator
Tullinge Ror Ab,Tullinge,146 38,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/tullinge-ror-ab--tullinge-14638-installator
Tunabergs Vvs Ab,Nykoping,611 92,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/tunabergs-vvs-ab--nykoping-61192-installator
Turex Ror Ab,Saltsjo Boo,132 35,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/turex-ror-ab--saltsjo-boo-13235-installator
Unnaryds Varme,Sanitet Ab  Unnaryd,314 51,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/unnaryds-varme--sanitet-ab--unnaryd-31451-installator
Upplands Energi Produkt,Miljo Ab  Uppsala,754 50,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/upplands-energi-produkt--miljo-ab--uppsala-75450-installator
Upplands Kyl,Varme Ab  Uppsala,753 23,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/upplands-kyl--varme-ab--uppsala-75323-installator
Vadsbo Kylteknik Ab,Moholm,545 94,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/vadsbo-kylteknik-ab--moholm-54594-installator
Vallsater Ror Ab,Alunda,747 92,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/vallsater-ror-ab--alunda-74792-installator
Vanersnas Rorservice Ab,Vanersnas,468 90,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/vanersnas-rorservice-ab--vanersnas-46890-installator
Vargarda Vvs Ab,Vargarda,447 35,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/vargarda-vvs-ab--vargarda-44735-installator
Varme,Konstruktionskansla I Trosa Ab  Trosa,619 34,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/varme--konstruktionskansla-i-trosa-ab--trosa-61934-installator
Varme,Sanitet I Huskvarna Ab  Huskvarna,561 32,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/varme--sanitet-i-huskvarna-ab--huskvarna-56132-installator
Varme & Sanitet A. Palmer Ab,Vimmerby,598 40,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/varme--sanitet-a.-palmer-ab--vimmerby-59840-installator
Varmepumpsgruppen Mitt Ab,Eskilstuna,633 46,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/varmepumpsgruppen-mitt-ab--eskilstuna-63346-installator
Varmeservice I Veddige Ab,Veddige,432 66,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/varmeservice-i-veddige-ab--veddige-43266-installator
Varmeservice Uddevalla Ab,Uddevalla,451 70,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/varmeservice-uddevalla-ab--uddevalla-45170-installator
Varmespecialisten Ab,Kungsbacka,434 42,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/varmespecialisten-ab--kungsbacka-43442-installator
Varnamo Forsheda Ror Ab,Varnamo,331 34,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/varnamo-forsheda-ror-ab--varnamo-33134-installator
Vastkustkyl,Varme Ab  Alvangen,446 32,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/vastkustkyl--varme-ab--alvangen-44632-installator
Vastsvenska Varme,Sanitet Ab  Ed,668 32,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/vastsvenska-varme--sanitet-ab--ed-66832-installator
Vatten,Varme I Norberg  Norberg,738 35,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/vatten--varme-i-norberg--norberg-73835-installator
Vatten,Varmeteknik Ab  Hogsater,458 70,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/vatten--varmeteknik-ab--hogsater-45870-installator
Vfs Varberg Ab,Varberg,432 32,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/vfs-varberg-ab--varberg-43232-installator
Vi Varmer Sverige Ab,Huddinge,141 40,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/vi-varmer-sverige-ab--huddinge-14140-installator
Vi Varmer Sverige Ab,Hagersten,126 30,SE3,installator,Installatör,5,B,,,,https://www.nibe.eu/sv-se/partner/vi-varmer-sverige-ab--hagersten-12630-installator
